texts,toxicity
"ủng_hộ thai sẵn_sàng_thể lựa phá_thai . đơn_giản , đứa trẻ . bệnh_viện nhi , bảo bố_mẹ thực vô_trách_nhiệm : nuôi đẻ , chăm , dạy , đẻ níu_kéo đời , đẻ xong ly_hôn luôn , tuổi , mấy đứa gái đẻ cố đứa trai , hậu mắc rối_loạn phát_triển : kỷ , động , chậm phát_triển trí_tuệ , ... khổ đứa trẻ . suy trách_nhiệm bao đẩy trẻ tình_cảnh vậy . thức khả_năng nuôi , sẵn_sàng mẹ đẻ , thôi !",0
"hào luôn , chứ đói tiếp , cảm_ơn tất_cả !",0
"trung_quốc top 5 rồi . đọc kỹ kết_hợp tập_thể_dục ( lắc_đầu , ngoái cổ ) !",0
"thơ đó , chạy đường bừa ruộng sạ bắt , lội đất ruộng cày bắt , tác đìa bắt , quê đêm nằm_mơ lội bắt cá vậy , vui hạnh_phúc túm cá giỏ ! ngon á ! nhớ lắm thèm trải_nghiệm vậy !",0
vòng luẩn_quẩn . tội lứa cầu_thủ tài_năng . hagl đuổi mô_hình câu lạc gia_đình . huấn luyên viên trình_độ loay_hoay thay làm . thưởng_phạt .,0
lẻ mắt thẩm_mỹ thấy . . . gớm .,1
tranh_luận trump 1 kinh_tế kém . mong 1 thay_đổi mỹ giới .,1
""" đời đen "" phổ_biến .",0
"vấn_đề rm vô_địch 2 liên_tiếp không , 10 được , hội đại_kình_địch sa_sút sa mớ hỗn_độn",0
"toàn_diện trump tuyệt_vời , biden yếu_đuối , ta 8 không nổi_bật",0
"châu_bùi_, nhạc_binz thi_thoảng tí , quên v-pop rồi : ( (",0
"tui tình_trạng , tui 1 đồng xàm sỡ đòi quan_hệ tình_dục . giết vậy . ghê lắm",1
tiết_kiệm xăng lẫn sửa toyo nhé ... che nắng_mưa rét ok ... ?,0
tuyệt_vời ! cảm_ơn đóng_góp công bảo_tồn sống !,0
ứng_dụng sống giao_thông . trong ta bận ... gõ phím chê .,0
nội_gián nguy_hiểm bất trận chiến nào .,0
"may nghiệp kĩ_sư_hoá thể bạn ,_nôm_na ..... thành biển h2o nacl ... hàu hút o2 thở thải h2 .. cái h2 kết_hợp cái lồn trở_thành hcl , acid mạnh ... ăn_mòn sắt thép đá ...",0
"mẹ hai tỷ mấy cụ tư_vấn mua hai bđs thổ_cư , hẻm xe_hơi , không mấy cụ định mua ?",0
trời ước nướng !,0
"bay lax . hạng thương_gia tầng trên , hạng economy tầng dưới . buồn phận : ) nói rộng_rãi , bay êm . tiếp_viên mỹ già xấu ưa .",0
bôm bây lạc_quan vui_vẻ vui . chúc bôm khoẻ bôm phát_huy khả_năng âm_nhạc mình .,0
hai trông kháu_khỉnh quá . chúc bé mau khoẻ .,0
hit : hoa nở màu buồn chi đeo tai phone chán,0
vũ_trụ 5 giác_quan . máy_móc_thể phát_hiện cảm được . vật_chất tối năng tối .,0
"sửa 3.2 km đường 6 tháng , kỹ_sư cầu_đường bó đơn_vị thi công.đây tuyến đường chính , ngăn chạy tuyến kẹt xe nặng . đi 1",0
"ghét tình_trạng đỗ đèn_đỏ vị_trí lề phải , không xe rẽ phải . tình_hình tắc đường",0
cầu_mong đẹp con !,0
đi nhanh .,0
1 án phạt ác_quỷ đội_lốt .,1
tra quan_hệ tình_cảm nạn_nhân đầu nhỉ ?,0
"tham_gia bhnt tham_gia trẻ phí tham_gia tiền bảo_hiểm cao , tham_gia phí tiền bảo_hiểm thời hiện_tại , vì , 1 hợp_đồng bhnt trị_giá hợp_đồng phụ yếu_tố bảo_hiểm : ( i ) tuổi , phí bảo_hiểm cao ; ( ii ) giới_tính , ( iii ) nghề_nghiệp , ngành_nghề nguy_hiểm = > phí bảo_hiểm cao ; bhnt mua mua thể công_ty bh chối phí cao ; cân áp_lực tham_gia bhnt trích 10%-15% thu_nhập tham bảo_hiểm , ví_dụ thu_nhập hàng 10 triệu = > 1 thu_nhập 120 triệu 12-18 triệu / năm ( để 1 - 1,5 triệu / tháng ) tham_gia bhnt ; thu_nhập nhu_cầu bảo_vệ tham_gia 1 hợp_đồng ; thời_gian cam_kết đóng phí công_ty bảo_hiểm ( ví_dụ : cam_kết đóng phí 10 hợp_đồng 10 toàn phí bảo_hiểm đóng + 1 khoản lãi nhỏ ) ; bạn hạn_chế sánh bảo_hiểm_nhân_thọ gửi tiết_kiệm , 02 hình chất hoàn_toàn , 1 tiết_kiệm bảo_vệ ( bảo_hiểm_nhân_thọ ) 1 tiết_kiệm bảo_vệ ( gửi tiết_kiệm ) mua bhnt lợi đâu .",0
phim hay . thang 10 thì : tưởng phim : 7 điểm ; kịch_bản : 5 điểm ; biên_kịch : 3 điểm ; diễn_viên ( vai chính ) : 3 điểm ; nội_dung 5 . thông_điệp phim ràng thống_nhất . trọng đạo_diễn .,1
"rời trung phá_sản . nhân_công rẻ , thị_trường rộng_lớn .",0
đau_thương tâm,0
rèn_luyện sức_khoẻ_vệ 25,0
hồi bé mặc sịp nở_rộ mốt quần_soóc dính đặc_biệt khoá đồng soóc bò,0
kiểm_tra thiết_kế - thi_công ? trụ cổng dàng đổ sập ? cháu cổng trường ? chia_sẻ nỗi đau gia_đình .,1
"đi kinh_doanh lãi_suất giá 10% , chủ_yếu lãi 3 5% , công_nợ tồn_đọng , xét lãi huy_động bây 9% / năm khăn lắm rồi . doanh_nghiệp vay 18% tỷ_lệ nợ xấu 90% đấy , ngân_hàng vay ? thiết nghèo hạ lãi_suất 3-5% hỗ_trợ , thúc_đẩy sản_xuất kinh_doanh doanh_nghiệp .",0
chúc trump khoẻ chiến_thắng !,0
chúc_mừng anh . gọn tí ok,0
bánh đắt,0
"triệu_tập 2 không thèm biện_pháp sao ? nghiêm , hình_phạt gương , không xảy ra , không xảy xử_lý . chờ xử_lý ca tỉnh lc .",0
"hai ruột nữa , đau_đớn quá , nam_mô anh di_đà_phật",0
vậy . trời ! dấu_hiệu đây ? hổng lẽ ...,0
"thời hiện gói kích_cầu sản_xuất_thiết . được , kinh_tế rơi hoàn_cảnh phục_hồi chậm thời_gian dài . hi_vọng nhật thể cung xuất_khẩu lao_động .",0
tam_giác . diện_tích = 1 ÷ 2 ×đường ×cạnh đáy . tổng 3 đường đi 1 diện_tích vô tồn 1 tương_ứng ( số chiều cạnh tam_giác ) . 3 cạnh tam_giác . nghĩa tồn tam_giác .,0
"hàng việt nam chất cao , chuẩn châu_âu_fadil lựa",0
"đức / âu / hàn thị_trường bảo_hộ xe nội_địa , toy / nhật hãng xe đức / âu / hàn phá_sản hết , thị_trường cạnh_tranh mers / grandeur / sonata thua vios_vios giá_trị cốt_lõi . than",0
trông ?,0
công_bố việt nam dịch .. chúc_mừng việt nam,0
"gió mưa đảo phú_quốc , phú_quốc gió mưa ngập rút",0
huế gió mưa quá !,0
"mau , khoẻ",0
"1/4 , đường ca đăng ca_ca . đọc buồn .",0
xấuphải nghiêm_trị ...,0
"túi nilong xử_lý quy_trình điện , tiếc vứt lung_tung ô_nhiễm môi_trường .",0
bão miền trung vất vảkhắp làng quê mái lá xác xơmẹ thắp hương cầu bão bờcha mong_mỏi mưa nướcbão 5 mau lùi bướcđừng tiến đất tôiđể miền trung_cảnh tơi bờingười xứ vơi đi niềm lo lắngtan đi bão đất_trời bình lặngcho trời xanh mây trắng nhẹ_nhàng bayđem chút mưa tưới mát đất nàytrút phong biển khơi thẳm .,0
cầu_mong siêu thoát.chú nguyện thọ mong linh_hồn nhẹ nhàng.thật đau lòng.anh di đà phật !,0
"bình_quân tối chộm cướp 30tr , vị_chi 900tr , wao ! ! ! ! ! nhẹ lương cao , xử_phạt nhẹ_nhàng",0
xấu tổng_thống trump chứng_tỏ yếu phe dân_chủ,0
fati mừng bàn thắng kiểu ronaldo .,0
xong viết đấy 25 cung,0
"tình ghen chồng thức , bây ngược_đời lắm .",0
sức dũng_cảm loài kiến ! ...,0
"học 3 vội_vàng đi học nhắc "" con lười viết "" . học_kỳ 1 viết lo , đi học chữ chậm đương_nhiên . đọc 3 ( con học hát youtube bảng chữ ) , nhiên ràng giáo lớp 1 uốn_nắn nét chữ đầu_tiên , bắt học_sinh viết đó ? học_sinh học ( con thể đeo cặp xách mỏi tay )",1
thành chống dịch việt_nam củng_cố vững !,0
"luật_định mẹ di_chúc chia miễn bàn_cãi . quê tui , cặp vợ_chồng 3 đứa nhỏ . chẳng may vợ bệnh chết mẹ đòi chia tài_sản . lý đương_nhiên chia tình không ? kiến !",0
"thương_tâm nửa biết , ở bé nguy_hiểm bơi đi tắm ao , tội 2 ruột , đau đọc tai_nạn đuối nước , mong siêu_thoát chia buồn thân lại !",0
mai bắt_đầu tập .,0
quy_đổi cụ_thể thời_gian sử_dụng_thiết điện_tử quy tiền tiền mua thời_gian sử_dụng trẻ trộm tiền bố_mẹ thân_sơ ý .,0
"bóng_đá clb bayern nổi_tiếng lối đá tổng_lực , công đẹp_mắt , 20 bayern xưa , công mãn nhãn clb bayern không bao phụ bất_kỳ cá_nhân nào , cầu_thủ clb tiền trời không bao tiền mua cầu_thủ ; lewansdowki xem , cả giới tranh mua dortmund không mua bayern mua giá rẻ bèo sử_dụng hiệu mấy nay , chí clb 2,3 trăm triệu bảng mua bao_nhiêu tiền_đạo không bàn thắng 1 lewansdowki cống_hiến bayern , không clb mua hiệu bayern 5 giải hàng_đầu châu_âu ( không porto_benfica 2 clb không clb bậc châu_âu , họ mua rẻ đắc kiếm tiền không xây_dựng clb thành_đội châu_âu )",0
"viết hay . chiến_lược mỹ 1 . ví dụ 1 câu ngành điện_thoại apple , tảng steve_job ta quái chiêu biến_hoá tim cook . học trường kinh_tế sách đa mỹ viết .",0
đi hậu_vệ bát ca ? đinh thắng 4-0 thua 2-8 à ? ? ?,1
bảo đàn thơ ngòi nữa . 20 gắng barca đè vai sao ? hài tống_cổ đi real tống_cổ rô ?,0
""" gió tiếp_tục thúc_đẩy cháy rừng , thiệt_hại nghiêm_trọng oregon . sinh_mạng , cửa đất_đai dân đe_doạ . khu_vực sơ_tán , lắng lệnh kêu_gọi sơ_tán_thể cứu_mạng nhân_viên cứu_hoả """,0
xét tổng_quan messi giỏi bất_kỳ cầu_thủ dõi maradona pele.chỉ,0
đi spa tắm trắng câu trai mà !,0
hành_động gọi phi thể_thao nè ! tuân_thủ luật giao_thông thể_dục thể_thao chứ ! nít 5 7 đó !,1
mong bayer ác_mộng lai quên,0
cửu âm trân kinh,0
giải hợp_lí_thể 1 13 hs giáo_viên bệnh,0
"40 trước , thi đề này !",0
tưởng rủ thầy đi golf,0
"thể "" bất_ngờ 10 "" xoay cục_diện bầu_cử mỹ lắm !",0
cám_ơn_giáo moon,0
cưới i10 vợ 2 . trình_bầy_thiết ! ! !,0
"tâm an an , tâm động động . tro cốt dần_dần giải_quyết rồi , ổn_thoả thôi .",0
chúc_mừng trở bình_an . đừng đi lạc vô nguy_hiểm nhé .,0
""" xứng_đáng "" 2 tất_cả .",0
"quan_chức năng xử_lí chậm vậy , đánh lâp biẻn nữa , bắt chứ , trương can_thiệp xử_lí , thương",0
nghĩ dời hết tất cả bxmđ mới . để tránh tình trạngười hổn độn . kẹt xe và mất thẫm mỹ thành phố . ví dụ cáchị bến xe miền tây . an_sương nằm ở ngoài trung_tâm tp. họ hoạt độngười rất tốt,0
trump giỏi đời tổng_thống trước . trump xứng tiếp nhiệm_kỳ 2,0
"té ngành sản_xuất bia doanh_nghiệp ảo , thương_hiệu nhái , sản_phẩm công_ty gia_công .",0
hát cả .,0
"khuyên đừng mua i10 morning , tầm tiền mua cam 3.5 q này , rao rước kìa , mua xong dư tầm 50-70 tr phòng đi chết máy thuê cứu_hộ cứu nạn chi_phí nằm gara tầm 1-2 năm , bao phê",0
sĩ tâm tận_tình cứu_chữa !,0
"bé sinh vạch đích "" cài lùi "" đích .",0
bây_diễm_hương đẹp đoạt hoa_hậu 10 nhỉ ? dao_kéo nữa ?,1
"tội_nghiệp tí đầu , địa phát_triển ép gánh tạ rồi . khéo nghiệp đi tong cục tạ chẳng chơi . thủ địa lực_lưỡng cout , dem , griez , su .. còn đi mắt tủi_nhục kia kìa .",1
"ô_tô tranh_cãi xe nhật xe đức xe tốt , thống_kê 87% dân giới công xe nhật hơn . moto đắn_đo , moto nhật hẳn moto đức .",0
"thương bé quá , mong bé trao 1 gia_đình hiếm_muộn nuôi_dưỡng .",0
vỡ trận hối không kịp,0
"phụ_nữ tây đi mặc đầm , trang_phục đơn_giản thoải_mái . bạn se_sua cúng xính đầm giày gót nhọn lỗi_thời . trang_phục tây phong nhiên , phóng_khoáng nữ quyến_rũ . ngoan ngoan chán . trừ phụ_nữ trang_phục gu tây sức_sống .",1
trùng_tu du cháu đời tham_quan,0
"này , miễn_phí xe nữa , mua_vui : ) ) ) .",0
"1:00 xe_máy rẽ trái đúng , rẽ lưu_thông làn ôtô . cứu với ? !",0
mãi dự_đoán phòng_thí_nghiệm thôi.bao .,0
"học lớp một , đi học 3 tuần yêu_cầu đọc trơn.tôi hiểu , học 3 tuần đọc trơn chương_trình học kiểu bác ?",1
"công độc_đáo thật . tiếng kêu chó_sói quảng tru hú kéo_dài , loài chủ_động bổng trầm kiểu : o",0
"kịch phim hành_động , kinh thiệt , buôn ma_tuý bất_chấp tất_cả . chúc chiến_sĩ cảnh_sát khoẻ bình_an !",0
tưởng_tượng quốc_gia giàu chi_phí uống tốn_kém thế .,0
mostfly hân_hạnh tài_trợ chương_trình này ...,0
mấy trông 1 đứa trẻ vật_vã . chả bắt 1 trông tầm 27 cháu bé 2 ngày ? hoàn_thành nhiệm_vụ thiên_tài,1
đập_tràn nguy hiểm.có xây đập an_toàn không ?,0
"nhân_tính , đạo_đức đề_nghị ly vĩnh_viễn 2 xã_hội .",1
"quan_chức năng xét vấn_đề an_toàn thực_phẩm cở sở này , cảm trách_nhiệm ... b )",0
phiếu phổ_thông hàng triệu phiếu tác_dụng chủ_yếu 3 trăm mấy phiếu đại_cử_tri trúng đắc_cử tổng_thống,0
khâu nhập nguyên_vật_liệu khâu kiểm_tra nguyên_vật_liệu chế_biến thức khâu lưu mẫu vấn_đề rồi .,0
"nhiễm covid sức "" tranh luân "" tiếp binden",1
giá_trị dinh_dưỡng cao . cầu đá cảng tàu vũng_tàu . đi gõ hàu 1 kiếm 500-700 giá 1kg hình 230 không / kg,0
"tuỳ người . mụn cay nóng : ) nhiều , dư chất_béo , tròn_xoe da đẹp mịn_màng = ] ]",0
quê tiếc tiền thay ve 4 ve 1 thôi . đi bus 1 đoạn đi xe_ôm vừa . đồ_đạc kí_gửi bưu_điện phát đi . đồ lỉnh_kỉnh chán . đi 1 túi đeo chéo đựng thiết . đồ_đạc gửi phát loằng_ngoằng tiếc chi 100 ngàn,0
hạt táo táo gieo_trồng,0
xót quá ... mong giới an yên !,0
"dịch_bệnh "" chủ_nghĩa tiêu_dùng "" suy_yếu nghiêm_trọng . thổi_phồng tận vậy , thực thời tiêu chi_tiêu_thiết nhất .",0
thương quá ! cầu_mong bình_phục !,0
"công_an triệu_tập hai trình_diện tiếp gì ? đề_nghị quan pháp_luật hình_thức cứng_rắn răn_đe bảo_vệ quyền trẻ_em . đối tôi , trẻ bảo_vệ , thể hành_động_vệ bảo_vệ thân được . giáo bảo_vệ em ? pháp_luật bảo_vệ tương_lai ta bố_mẹ thân cạnh ?",0
xe i10 cốp đồ thương_hiệu thị_trường việt_nam,0
"non 0.5 - 1 kg bắt nốt , quy_định ràng lượng , trọng_lượng , kích_thước , non chẳng bao mấy bọ biển kéo sách_đỏ . mấy non tý xíu ký , bàn_tay ... mắc lưới thôi , thoát được . quy_định ràng bảo_vệ hải_sản hệ sau .",0
kiến cầu cát_lái_xlhn : hàng xảy kẹt xe xung_đột giao_thông làn xe_máy cầu rạch_sg làn ô_tô cầu rẽ trái mai_chí_thọ . bất_hợp_lý kẹt xe xe_máy đổ sài gòn . giải_quyết đề_xuất xây 1 cầu 2 làn xe xe_gắn_máy băng dòng ô_tô tách 2 dòng xe ra .,0
án sức đe,0
"kinh thật , xuất_khẩu dư sức nuôi clb",0
"đừng gửi fax đòi đi miễn_phí 1 hợp_đồng nhé . kịch đâu , xung_quanh kịch rồi .",1
real clb vĩ_đại yếu_đuối nhu_nhược mu cầu_thủ dắt_mũi vòi lương ký hợp_đồng,0
"hoa , cảnh . địa_vị ta , thấu_đáo được . cải_thiện , hệ_thống xã_hội không người . vất_vả dài , trách_nhiệm .",0
đá đội_hình pháo thắng cáo . hi_vọng pháo top 4 mùa này .,0
"chó nhỉ ? chó mãi chó , đừng tôn ngang_hàng người .",0
"học võ dịp thực_hành , uổng công rèn_luyện !",0
lo_sợ tiêm_chủng 2 bé gái định không tiêm bất vaccine bây 1 bé 5 1 bé 6 bắt_đầu chích 1 trung_tâm_tế uy_tín sài_gòn .,0
"đoạn đầu vios vàng trái xinhan liều quá , tạt đầu xe_bồn . may_mắn thương_vong . xe_bồn tội",0
truyện hệ 8x mình . mua tái,0
y_dược hcm thấp . lẽ học_phí học_sinh nghèo học giỏi dám đăng_ký .,0
không thu âm tiếng chó sủa phát loa khu_vực voọc,0
cầu_mong bão tan bờ,0
diện_tích tam_giác chiều tam_giác nhân .,0
"trẻ đầu kịp trai , cố !",0
"đi bắt cá này , hì_hục đắp bờ mấy tát cạn chả máy_bơm cả . mệt vui thành cú cá_tràu , cá_rô , riếc tươi ngon . cá nhiên ngon_ngọt . nhiên xưa khác , bây đi cá to chí mén bắt tuốt cạo vảy kho nấu không được . kiến là : cá thả trở ùng xả ( dũng_cảm đi-đừng tiếc ) mùa bắt tiếp mua cá ngon .",0
mãi mẹ dặn 20 trừ nuôi vàng không cố vàng không bao giá đâu . chẳng vàng giữ . mẹ 6 sống mẹ 90 tuổi . mẹ !,0
đọc buồn trời : (,0
"cua xếp_hàng trật là . ngẫm thấy , ví_dụ bệnh_viện sao : tình_cảnh chen_lấn , xô_đẩy , chen ngang_hàng chen đầu_hàng giả_vờ biết ... đăng_ký khám bệnh , chờ thuốc ... ngán_ngẩm !",0
"bây thông_báo báo , đài , tivi ... các phương_tiện công_cộng đại người dân ngưng sử_dụng ! sai 1 ly đi ngàn dặm !",0
"ôi mấy ngan ngon quá , tiết_canh bá cháy luôn .....",0
đi anh . mệt_mỏi trở nhà . messi_cules thất_vọng 1 vằng đòi doạ đi ! messi bé_bỏng lắm ! há há : p : p : p,0
chiều_xuân xinh quá .,0
"rộng môn ngoại_ngữ hs công hs giỏi tương_xứng môn toán , văn đáp_ứng nhu_cầu sống . thì giáo_dục tiết giao_tiếp thay tiết chép",0
